"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","specExpensesSubject","costAmount","specExpensesMovableSubject","specExpensesRealtySubject","dnt_specExpenses_encoded","specExpensesOtherMovableSubject","type","specExpensesAssetsSubject","iteration","specExpensesOtherRealtySubject","specExpensesOtherSubject","specExpenses","dnt_costAmount_hidden","specOtherExpenses","object_id","person","costsAmount","country","declarant","subjectRelation"
"Присяжнюк Олександр Анатолійович","Управління справами Верховної Ради України","народний депутат України","nacp_ca243b6b-7972-4289-93ea-41ebc8f53b2e","Присяжнюк","FALSE","Анатолійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ca243b6b-7972-4289-93ea-41ebc8f53b2e","Олександр","Рухоме майно",165680,"Інше рухоме майно","","other","електроенергія","1","","1521792756090","","","Інше","FALSE","комунальні послуги","1521792756090","","","1","Присяжнюк Олександр Анатолійович",NA
"Присяжнюк Олександр Анатолійович","Управління справами Верховної Ради України","народний депутат України","nacp_ca243b6b-7972-4289-93ea-41ebc8f53b2e","Присяжнюк","FALSE","Анатолійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ca243b6b-7972-4289-93ea-41ebc8f53b2e","Олександр","Рухоме майно",0,"Транспортний засіб","","other","","2","","1521569499623","","","Інше","TRUE","відповідальне зберігання з правом користування ","1521569499623",NA,NA,NA,"Присяжнюк Олександр Анатолійович",NA
"Присяжнюк Олександр Анатолійович","Управління справами Верховної Ради України","народний депутат України","nacp_ca243b6b-7972-4289-93ea-41ebc8f53b2e","Присяжнюк","FALSE","Анатолійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ca243b6b-7972-4289-93ea-41ebc8f53b2e","Олександр","Рухоме майно",9689,"Інше рухоме майно","","other","утримання прибудинкової території","1","","1521794873930","","","Інше","FALSE","комунальні послуги","1521794873930","","","1","Присяжнюк Олександр Анатолійович",NA
"Присяжнюк Олександр Анатолійович","Управління справами Верховної Ради України","народний депутат України","nacp_ca243b6b-7972-4289-93ea-41ebc8f53b2e","Присяжнюк","FALSE","Анатолійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ca243b6b-7972-4289-93ea-41ebc8f53b2e","Олександр","Рухоме майно",7042,"Інше рухоме майно","","other","утримання прибудинкової території","1","","1521796275985","","","Інше","FALSE","комунальні послуги","1521796275985","","","1","Присяжнюк Олександр Анатолійович",NA
"Продан Оксана Петрівна","Верховна Рада України","народний депутат України","nacp_6abe8de1-8c17-4422-b7b4-48ef7d980946","Продан","FALSE","Петрівна",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6abe8de1-8c17-4422-b7b4-48ef7d980946","Оксана","Нерухоме майно",0,"","Інше нерухоме майно","property_start","","2","","1521728926192","офісне приміщення","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1521728926192",NA,NA,NA,"Продан Оксана Петрівна",NA
"Рабінович Вадим Зіновійович","Верховна Рада України","Народний депутат України, Секретар Комітету, голова підкомітету з питань прав людини Комітету Верховної Ради України з питань прав людини, національних меншин і міжнаціональних відносин ","nacp_c77c58d8-0c4c-4ee4-8ad0-1b6dc656174f","Рабінович","FALSE","Зіновійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c77c58d8-0c4c-4ee4-8ad0-1b6dc656174f","Вадим","Рухоме майно",254000,"Грошові кошти","","other","","1","","1521801733809","","","Інше","FALSE","добровільний внесок на статутну діяльніть громадської організації","1521801733809","","","1","Рабінович Вадим Зіновійович",NA
"Рабінович Вадим Зіновійович","Верховна Рада України","Народний депутат України, Секретар Комітету, голова підкомітету з питань прав людини Комітету Верховної Ради України з питань прав людини, національних меншин і міжнаціональних відносин ","nacp_c77c58d8-0c4c-4ee4-8ad0-1b6dc656174f","Рабінович","FALSE","Зіновійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c77c58d8-0c4c-4ee4-8ad0-1b6dc656174f","Вадим","Рухоме майно",119837,"Інше рухоме майно","","purchase","транспортні послуги","1","","1522227861124","","","Придбання","FALSE","","1522227861124","","","1","Рабінович Вадим Зіновійович",NA
"Рабінович Вадим Зіновійович","Верховна Рада України","Народний депутат України, Секретар Комітету, голова підкомітету з питань прав людини Комітету Верховної Ради України з питань прав людини, національних меншин і міжнаціональних відносин ","nacp_c77c58d8-0c4c-4ee4-8ad0-1b6dc656174f","Рабінович","FALSE","Зіновійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c77c58d8-0c4c-4ee4-8ad0-1b6dc656174f","Вадим","Рухоме майно",110000,"Грошові кошти","","other","","1","","1521799663636","","","Інше","FALSE","добровільний внесок на статутну діяльність громадської організації","1521799663636","","","1","Рабінович Вадим Зіновійович",NA
"Рабінович Вадим Зіновійович","Верховна Рада України","Народний депутат України, Секретар Комітету, голова підкомітету з питань прав людини Комітету Верховної Ради України з питань прав людини, національних меншин і міжнаціональних відносин ","nacp_c77c58d8-0c4c-4ee4-8ad0-1b6dc656174f","Рабінович","FALSE","Зіновійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c77c58d8-0c4c-4ee4-8ad0-1b6dc656174f","Вадим","Рухоме майно",113845,"Інше рухоме майно","","purchase","транспортні послуги","1","","1522227717023","","","Придбання","FALSE","","1522227717023","","","1","Рабінович Вадим Зіновійович",NA
"Рабінович Вадим Зіновійович","Верховна Рада України","Народний депутат України, Секретар Комітету, голова підкомітету з питань прав людини Комітету Верховної Ради України з питань прав людини, національних меншин і міжнаціональних відносин ","nacp_c77c58d8-0c4c-4ee4-8ad0-1b6dc656174f","Рабінович","FALSE","Зіновійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c77c58d8-0c4c-4ee4-8ad0-1b6dc656174f","Вадим","Рухоме майно",89734,"Інше рухоме майно","","purchase","транспортні послуги","1","","1522227547807","","","Придбання","FALSE","","1522227547807","","","1","Рабінович Вадим Зіновійович",NA
"Рабінович Вадим Зіновійович","Верховна Рада України","Народний депутат України, Секретар Комітету, голова підкомітету з питань прав людини Комітету Верховної Ради України з питань прав людини, національних меншин і міжнаціональних відносин ","nacp_c77c58d8-0c4c-4ee4-8ad0-1b6dc656174f","Рабінович","FALSE","Зіновійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c77c58d8-0c4c-4ee4-8ad0-1b6dc656174f","Вадим","Рухоме майно",272000,"Грошові кошти","","other","","1","","1521797142144","","","Інше","FALSE","внесок на статутну діяльність діяльність громадської організації","1521797142144","","","1","Рабінович Вадим Зіновійович",NA
"Развадовський Віктор Йосипович","Верховна Рада України","Народний депутат України","nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Развадовський","FALSE","Йосипович",2018-03-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Віктор","Рухоме майно",3350000,"Транспортний засіб","","purchase","","1","","1476976840494","","","Придбання","FALSE","","1476976840494","","","1","Развадовський Віктор Йосипович",NA
"Развадовський Віктор Йосипович","Верховна Рада України","Народний депутат України","nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Развадовський","FALSE","Йосипович",2018-03-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Віктор","Нерухоме майно",5975200,"","Квартира","purchase","","1","","1476976967761","","","Придбання","FALSE","","1476976967761","","","1","Развадовський Віктор Йосипович",NA
"Развадовський Віктор Йосипович","Верховна Рада України","Народний депутат України","nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Развадовський","FALSE","Йосипович",2018-03-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Віктор","Рухоме майно",1269000,"Інше рухоме майно","","other","Меблі","1","","1516449779749","","","Інше","FALSE","продаж","1516449779749","","","1","Развадовський Віктор Йосипович",NA
"Развадовський Віктор Йосипович","Верховна Рада України","Народний депутат України","nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Развадовський","FALSE","Йосипович",2018-03-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Віктор","Нерухоме майно",294000,"","Інше нерухоме майно","other","","1","","1476887138509","Паркан","","Інше","FALSE","Реконструкція паркану","1476887138509","","","1","Развадовський Віктор Йосипович",NA
"Развадовський Віктор Йосипович","Верховна Рада України","Народний депутат України","nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Развадовський","FALSE","Йосипович",2018-03-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Віктор","Рухоме майно",1500000,"Транспортний засіб","","other","","1","","1476880896169","","","Інше","FALSE","Продаж","1476880896169","","","1","Развадовський Віктор Йосипович",NA
"Развадовський Віктор Йосипович","Верховна Рада України","Народний депутат України","nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Развадовський","FALSE","Йосипович",2018-03-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Віктор","Рухоме майно",301184,"Персональні та домашні електронні пристрої","","other","","1","","1476976894516","","","Інше","FALSE","продаж","1476976894516","","","1","Развадовський Віктор Йосипович",NA
"Развадовський Віктор Йосипович","Верховна Рада України","Народний депутат України","nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Развадовський","FALSE","Йосипович",2018-03-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Віктор","Рухоме майно",2200000,"Транспортний засіб","","other","","1","","1476976782129","","","Інше","FALSE","продаж","1476976782129","","","1","Развадовський Віктор Йосипович",NA
"Развадовський Віктор Йосипович","Верховна Рада України","Народний депутат України","nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Развадовський","FALSE","Йосипович",2018-03-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Віктор","Рухоме майно",190000,"Персональні та домашні електронні пристрої","","other","","1","","1476869372371","","","Інше","FALSE","Продаж","1476869372371","","","1","Развадовський Віктор Йосипович",NA
"Развадовський Віктор Йосипович","Верховна Рада України","Народний депутат України","nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Развадовський","FALSE","Йосипович",2018-03-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Віктор","Рухоме майно",2323200,"Транспортний засіб","","purchase","","1","","1476881105889","","","Придбання","FALSE","","1476881105889","","","1","Развадовський Віктор Йосипович",NA
"Развадовський Віктор Йосипович","Верховна Рада України","Народний депутат України","nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Развадовський","FALSE","Йосипович",2018-03-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","Віктор","Рухоме майно",3650000,"Транспортний засіб","","purchase","","1","","1476976414203","","","Придбання","FALSE","","1476976414203","","","1","Развадовський Віктор Йосипович",NA
"Ревега Олександр Васильович","Верховна Рада України","Народний депутат України","nacp_c9b31e4b-f07a-4d4c-9e68-7104c03b993d","Ревега","FALSE","Васильович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c9b31e4b-f07a-4d4c-9e68-7104c03b993d","Олександр","Нерухоме майно",43000,"","Житловий будинок","other","","1","","1477129335468","","","Інше","FALSE","Володіння","1477129335468","","","1","Ревега Олександр Васильович",NA
"Ревега Олександр Васильович","Верховна Рада України","Народний депутат України","nacp_c9b31e4b-f07a-4d4c-9e68-7104c03b993d","Ревега","FALSE","Васильович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c9b31e4b-f07a-4d4c-9e68-7104c03b993d","Олександр","Рухоме майно",96000,"Транспортний засіб","","leasing","","1","","1477128980405","","","Оренда","FALSE","","1477128980405","","","1","Ревега Олександр Васильович",NA
"Ревега Олександр Васильович","Верховна Рада України","Народний депутат України","nacp_c9b31e4b-f07a-4d4c-9e68-7104c03b993d","Ревега","FALSE","Васильович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c9b31e4b-f07a-4d4c-9e68-7104c03b993d","Олександр","Нерухоме майно",248000,"","Квартира","leasing","","1","","1477128803509","","","Оренда","FALSE","","1477128803509","","","1","Ревега Олександр Васильович",NA
"Ревега Олександр Васильович","Верховна Рада України","Народний депутат України","nacp_c9b31e4b-f07a-4d4c-9e68-7104c03b993d","Ревега","FALSE","Васильович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c9b31e4b-f07a-4d4c-9e68-7104c03b993d","Олександр","Нерухоме майно",0,"","Земельна ділянка","liability","","2","","1521275509196","","","Виникло фінансове зобов’язання суб’єкта декларування","TRUE","","1521275509196",NA,NA,NA,"Ревега Олександр Васильович",NA
"Ревега Олександр Васильович","Верховна Рада України","Народний депутат України","nacp_c9b31e4b-f07a-4d4c-9e68-7104c03b993d","Ревега","FALSE","Васильович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c9b31e4b-f07a-4d4c-9e68-7104c03b993d","Олександр","Рухоме майно",299750,"Інше рухоме майно","","purchase","Листи волокнистоцементні хвилясті","1","","1521275239777","","","Придбання","FALSE","","1521275239777","","","1","Ревега Олександр Васильович",NA
"Рибалка Сергій Вікторович","Верховна Рада","народний депутат України","nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Рибалка","FALSE","Вікторович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Сергій","Рухоме майно",2048012,"Транспортний засіб","","purchase","","1","","1517744855882","","","Придбання","FALSE","","1517744855882","","","1","Рибалка Сергій Вікторович",NA
"Рибалка Сергій Вікторович","Верховна Рада","народний депутат України","nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Рибалка","FALSE","Вікторович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Сергій","Нематеріальні активи",82486,"","","purchase","","1","Медичні послуги","1517744680146","","","Придбання","FALSE","","1517744680146","","","3","Рибалка Сергій Вікторович",NA
"Рибалка Сергій Вікторович","Верховна Рада","народний депутат України","nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Рибалка","FALSE","Вікторович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Сергій","Нематеріальні активи",575973,"","","purchase","","1","Інформаційно-консультаційні послуги","1518773436018","","","Придбання","FALSE","","1518773436018","","","205","Рибалка Сергій Вікторович",NA
"Рибалка Сергій Вікторович","Верховна Рада","народний депутат України","nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Рибалка","FALSE","Вікторович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Сергій","Рухоме майно",0,"Транспортний засіб","","property_end","","2","","1522228018924","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522228018924",NA,NA,NA,"Рибалка Сергій Вікторович",NA
"Рибалка Сергій Вікторович","Верховна Рада","народний депутат України","nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Рибалка","FALSE","Вікторович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Сергій","Нематеріальні активи",110021,"","","purchase","","1","Туристичні послуги","1517744748387","","","Придбання","FALSE","","1517744748387","","","154","Рибалка Сергій Вікторович",NA
"Рибалка Сергій Вікторович","Верховна Рада","народний депутат України","nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Рибалка","FALSE","Вікторович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Сергій","Рухоме майно",0,"Ювелірні вироби","","property_end","","2","","1522228044732","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522228044732",NA,NA,NA,"Рибалка Сергій Вікторович",NA
"Рибалка Сергій Вікторович","Верховна Рада","народний депутат України","nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Рибалка","FALSE","Вікторович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Сергій","Рухоме майно",0,"Транспортний засіб","","property_start","","2","","1522227997772","","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1522227997772",NA,NA,NA,"Рибалка Сергій Вікторович",NA
"Ричкова Тетяна Борисівна","Верховна Рада України","Народний депутат України","nacp_9ec582b9-3a5b-41bb-85e7-72e7098a227c","Ричкова","FALSE","Борисівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9ec582b9-3a5b-41bb-85e7-72e7098a227c","Тетяна","Нерухоме майно",191080,"","Квартира","leasing","","1","","1490436706619","","","Оренда","FALSE","","1490436706619","","","1","Ричкова Тетяна Борисівна",NA
"Різаненко Павло Олександрович","Верховна Рада України","Народний депутат України","nacp_a6871787-ff6d-4c49-9740-9fd5327dd983","Різаненко","FALSE","Олександрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a6871787-ff6d-4c49-9740-9fd5327dd983","Павло","Нерухоме майно",88344,"","Інше нерухоме майно","leasing","","1","","1477532014351","офіс","","Оренда","FALSE","","1477532014351","","","1","Різаненко Павло Олександрович",NA
"Різаненко Павло Олександрович","Верховна Рада України","Народний депутат України","nacp_a6871787-ff6d-4c49-9740-9fd5327dd983","Різаненко","FALSE","Олександрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a6871787-ff6d-4c49-9740-9fd5327dd983","Павло","Нерухоме майно",300000,"","Квартира","leasing","","1","","1522269851300","","","Оренда","FALSE","","1522269851300","","","1","Різаненко Павло Олександрович",NA
"Розенблат Борислав Соломонович","Верховна Рада України","народний депутат України, Заступник Голови комітету","nacp_527f1be2-3768-4675-b709-75376f7951d4","Розенблат","TRUE","Соломонович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_527f1be2-3768-4675-b709-75376f7951d4","Борислав","Нерухоме майно",0,"","Інше нерухоме майно","property_end","","2","","1522224767999","частина 1/2 нежитлового приміщення (картоплесховища)","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522224767999",NA,NA,NA,"Розенблат Борислав Соломонович",NA
"Розенблат Борислав Соломонович","Верховна Рада України","народний депутат України, Заступник Голови комітету","nacp_527f1be2-3768-4675-b709-75376f7951d4","Розенблат","TRUE","Соломонович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_527f1be2-3768-4675-b709-75376f7951d4","Борислав","Нерухоме майно",0,"","Житловий будинок","property_end","","2","","1522224470404","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522224470404",NA,NA,NA,"Розенблат Борислав Соломонович",NA
"Розенблат Борислав Соломонович","Верховна Рада України","народний депутат України, Заступник Голови комітету","nacp_527f1be2-3768-4675-b709-75376f7951d4","Розенблат","TRUE","Соломонович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_527f1be2-3768-4675-b709-75376f7951d4","Борислав","Нерухоме майно",0,"","Земельна ділянка","property_end","","2","","1522224542396","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522224542396",NA,NA,NA,"Розенблат Борислав Соломонович",NA
"Розенблат Борислав Соломонович","Верховна Рада України","народний депутат України, Заступник Голови комітету","nacp_527f1be2-3768-4675-b709-75376f7951d4","Розенблат","TRUE","Соломонович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_527f1be2-3768-4675-b709-75376f7951d4","Борислав","Нерухоме майно",0,"","Інше нерухоме майно","property_end","","2","","1522224702147","частина 1/2 нежитлового приміщення (картоплесховище)","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522224702147",NA,NA,NA,"Розенблат Борислав Соломонович",NA
"Розенблат Борислав Соломонович","Верховна Рада України","народний депутат України, Заступник Голови комітету","nacp_527f1be2-3768-4675-b709-75376f7951d4","Розенблат","TRUE","Соломонович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_527f1be2-3768-4675-b709-75376f7951d4","Борислав","Нерухоме майно",0,"","Земельна ділянка","property_end","","2","","1522224675114","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522224675114",NA,NA,NA,"Розенблат Борислав Соломонович",NA
"Розенблат Борислав Соломонович","Верховна Рада України","народний депутат України, Заступник Голови комітету","nacp_527f1be2-3768-4675-b709-75376f7951d4","Розенблат","TRUE","Соломонович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_527f1be2-3768-4675-b709-75376f7951d4","Борислав","Нерухоме майно",0,"","Інше нерухоме майно","property_end","","2","","1522224745901","частина 1/2 комплексу будівель і споруд","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522224745901",NA,NA,NA,"Розенблат Борислав Соломонович",NA
"Розенблат Борислав Соломонович","Верховна Рада України","народний депутат України, Заступник Голови комітету","nacp_527f1be2-3768-4675-b709-75376f7951d4","Розенблат","TRUE","Соломонович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_527f1be2-3768-4675-b709-75376f7951d4","Борислав","Нерухоме майно",0,"","Інше нерухоме майно","property_end","","2","","1522224798000","частина 1/2 комплексу будівель і споруд","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522224798000",NA,NA,NA,"Розенблат Борислав Соломонович",NA
"Розенблат Борислав Соломонович","Верховна Рада України","народний депутат України, Заступник Голови комітету","nacp_527f1be2-3768-4675-b709-75376f7951d4","Розенблат","TRUE","Соломонович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_527f1be2-3768-4675-b709-75376f7951d4","Борислав","Нерухоме майно",0,"","Інше нерухоме майно","property_end","","2","","1522224634340","частина 1/2 житлового будинку","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522224634340",NA,NA,NA,"Розенблат Борислав Соломонович",NA
"Розенблат Борислав Соломонович","Верховна Рада України","народний депутат України, Заступник Голови комітету","nacp_527f1be2-3768-4675-b709-75376f7951d4","Розенблат","TRUE","Соломонович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_527f1be2-3768-4675-b709-75376f7951d4","Борислав","Рухоме майно",0,"Інше рухоме майно","","property_end","частка в статутному капіталі","2","","1522224554830","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522224554830",NA,NA,NA,"Розенблат Борислав Соломонович",NA
"Романова Анна Анатоліївна","Верховна Рада України","Народний депутат України","nacp_e9c63c48-afea-4b71-97d6-982eeb4ee822","Романова","FALSE","Анатоліївна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e9c63c48-afea-4b71-97d6-982eeb4ee822","Анна","Рухоме майно",708000,"Транспортний засіб","","purchase","","1","","1521484107074","","","Придбання","FALSE","","1521484107074","","","1","Романова Анна Анатоліївна",NA
"Романова Анна Анатоліївна","Верховна Рада України","Народний депутат України","nacp_e9c63c48-afea-4b71-97d6-982eeb4ee822","Романова","FALSE","Анатоліївна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e9c63c48-afea-4b71-97d6-982eeb4ee822","Анна","Рухоме майно",0,"Транспортний засіб","","property_end","","2","","1521484176790","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1521484176790",NA,NA,NA,"Романова Анна Анатоліївна",NA
"Рябчин Олексій Михайлович","Верховна Рада України","Народний депутат","nacp_30ab4b26-ba81-45d4-8da5-8bde77d3b5f5","Рябчин","TRUE","Михайлович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_30ab4b26-ba81-45d4-8da5-8bde77d3b5f5","Олексій","Нерухоме майно",192000,"","Квартира","leasing","","1","","1476657131342","","","Оренда","FALSE","","1476657131342","","","1","Рябчин Олексій Михайлович",NA
"Сабашук Петро Павлович","Верховна Рада України","Народний депутат України","nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Сабашук","FALSE","Павлович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Петро","Рухоме майно",0,"Грошові кошти","","other","","2","","1490089256842","","","Інше","TRUE","ПЕРЕВЕДЕННЯ БОРГУ у сумі 254000 грн.","1490089256842",NA,NA,NA,"Сабашук Петро Павлович",NA
"Сабашук Петро Павлович","Верховна Рада України","Народний депутат України","nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Сабашук","FALSE","Павлович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Петро","Нерухоме майно",325800,"","Земельна ділянка","purchase","","1","","1490089191750","","","Придбання","FALSE","","1490089191750","","","1","Сабашук Петро Павлович",NA
"Сабашук Петро Павлович","Верховна Рада України","Народний депутат України","nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Сабашук","FALSE","Павлович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Петро","Нерухоме майно",106200,"","Садовий (дачний) будинок","purchase","","1","","1521710870793","","","Придбання","FALSE","","1521710870793","","","1","Сабашук Петро Павлович",NA
"Савчук Юрій Петрович","Верховна рада України","Народний депутат України, Перший заступник голови Комітету Верховної Ради України з питань запобігання і протидії корупції","nacp_86060eb3-b6c3-4f5e-ab19-092ea9673269","Савчук","TRUE","Петрович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86060eb3-b6c3-4f5e-ab19-092ea9673269","Юрій","Рухоме майно",0,"Транспортний засіб","","other","","2","","1522745042941","","","Інше","TRUE","Припинено право власності на рухоме майно","1522745042941",NA,NA,NA,"Савчук Юрій Петрович",NA
"Сажко Сергій Миколайович","Верховна Рада України","Народний депутат України","nacp_64ccd9c3-1608-427c-bc88-ce05355a1cd4","Сажко","FALSE","Миколайович",2018-03-13,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_64ccd9c3-1608-427c-bc88-ce05355a1cd4","Сергій","Нерухоме майно",0,"","Інше нерухоме майно","other","","2","","1477585660379","нежитлове приміщення","","Інше","TRUE","нежитлове приміщення - громадська приймальня народного депутата України","1477585660379",NA,NA,NA,"Сажко Сергій Миколайович",NA
"Сажко Сергій Миколайович","Верховна Рада України","Народний депутат України","nacp_64ccd9c3-1608-427c-bc88-ce05355a1cd4","Сажко","FALSE","Миколайович",2018-03-13,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_64ccd9c3-1608-427c-bc88-ce05355a1cd4","Сергій","Нерухоме майно",0,"","Інше нерухоме майно","other","","2","","1489508083238","нежитлове приміщення","","Інше","TRUE","нежитлове приміщення - громадська приймальня народного депутата України","1489508083238",NA,NA,NA,"Сажко Сергій Миколайович",NA
