"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","emitent_ukr_fullname","dnt_objectType_encoded","emitent_ua_middlename","emitent_ua_lastname","dnt_is_foreign","emitent_eng_company_address","dateOrigin","emitent_ua_company_name","emitent_ukr_company_address","emitent_ua_firstname","person","emitent_ukr_company_name","emitent_ua_sameRegLivingAddress","ownerThirdPerson","guarantor_exist_","ownerThirdPersonThing","sizeObligation","emitent_eng_fullname","emitent_eng_company_name","guarantor_realty_exist_","dnt_sizeObligation_hidden","currency","emitent_eng_company_code","margin.emitent","emitent_ua_company_code","otherObjectType","iteration","objectType","emitent_citizen","object_id","emitent_ua_taxNumber_extendedstatus","emitent_ua_regAddress_extendedstatus","emitent_ua_actualAddress_extendedstatus","emitent_ua_birthday_extendedstatus","emitent_ua_company_code_extendedstatus","emitent_eng_company_code_extendedstatus","emitent_eng_taxNumber_extendedstatus","margin.emitent_extendedstatus","dateOrigin_extendedstatus","emitent_ukr_regAddress_extendedstatus","emitent_eng_regAddress_extendedstatus","emitent_ua_middlename_extendedstatus","emitent_ukr_company_address_extendedstatus","emitent_eng_company_address_extendedstatus","declarant","subjectRelation","in_hryvnias"
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","loans_paid","","","FALSE","",2015-01-01,"ПАТ КБ ""ПРИВАТБАНК""","","","1","","","","FALSE","",53635,"","","FALSE","FALSE","UAH","","j","14360570","","1522324823870","Розмір сплачених коштів в рахунок процентів за позикою (кредитом)","Юридична особа, зареєстрована в Україні","1522324823870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,53635
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","loans_received","Якович","Фельдман","FALSE","",2014-04-14,"","","Борис","1","","FALSE","","FALSE","",10000000,"","","FALSE","FALSE","UAH","","j","","","1477783945725","Отримані позики","Громадянин України","1477783945725",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,10000000
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","other","Вікторович","Гутовський","FALSE","",2015-06-05,"","","Андрій ","1","","FALSE","","FALSE","",4295172,"","","FALSE","FALSE","UAH","","j","","зобов'язання щодо задоволення права вимоги","1477786613593","Інше","Громадянин України","1477786613593","0","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,4295172
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","loans_received","","","FALSE","",2012-09-06,"ПАТ ""ОЩАДБАНК""","","","1","","","","TRUE","",21550668,"","","TRUE","FALSE","UAH","","j","09351600","","1477781034255","Отримані кредити","Юридична особа, зареєстрована в Україні","1477781034255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,21550668
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","loans_received","Вікторович","Деркачов","FALSE","",2014-04-14,"","","Валерій","1","","TRUE","","FALSE","",2311500,"","","FALSE","FALSE","UAH","","j","","","1477785467901","Отримані позики","Громадянин України","1477785467901","0","0","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,2311500
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","other","","","FALSE","",2017-12-26,"УДКСУ у Под.р-ні ГУ ДКСУ м. Києв","","","1","","","","FALSE","",80700,"","","FALSE","FALSE","UAH","","j","37975298","військовий збір з інвестиційного прибутку","1522490412910","Інше","Юридична особа, зареєстрована в Україні","1522490412910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,80700
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","loans_paid","","","FALSE","",2015-01-01,"ПАТ КБ ""ПРИВАТБАНК""","","","1","","","","FALSE","",147357,"","","FALSE","FALSE","UAH","","j","14360570","","1477787012393","Розмір сплачених коштів в рахунок процентів за позикою (кредитом)","Юридична особа, зареєстрована в Україні","1477787012393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,147357
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","other","Іванівна","Шпиталенко","FALSE","",2015-06-05,"","","Валентина","1","","TRUE","","FALSE","",2383674,"","","FALSE","FALSE","UAH","","j","","сплачене зобов'язання щодо задоволення права вимоги","1477786440019","Інше","Громадянин України","1477786440019","0","0","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,2383674
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","loans_paid","","","FALSE","",2012-09-06,"ПАТ ""ОЩАДБАНК""","","","1","","","","TRUE","",1514820,"","","TRUE","FALSE","UAH","","j","09351600","","1477782241830","Розмір сплачених коштів в рахунок основної суми позики (кредиту)","Юридична особа, зареєстрована в Україні","1477782241830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,1514820
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","loans_received","Олексійович","Стронов","FALSE","",2014-04-14,"","","Андрій","1","","FALSE","","FALSE","",300000,"","","TRUE","FALSE","UAH","","j","","","1477784825857","Отримані позики","Громадянин України","1477784825857","0","0","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,300000
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","loans_received","Людвигович","Синчук","FALSE","",2011-02-22,"","","Василь","1","","TRUE","","FALSE","",23820300,"","","FALSE","FALSE","UAH","","j","","","1477785346327","Отримані позики","Громадянин України","1477785346327","0","0","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,23820300
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","loans_received","Валерійович","Шапіро","FALSE","",2014-04-14,"","","Руслан","1","","FALSE","","FALSE","",10000000,"","","TRUE","FALSE","UAH","","j","","","1477784556404","Отримані позики","Громадянин України","1477784556404",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,10000000
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","loans_received","Зенонович","Багінський","FALSE","",2015-06-05,"","","Валерій","1477517643499","","TRUE","","FALSE","",1200000,"","","TRUE","FALSE","UAH","","j","","","1477785159193","Отримані позики","Громадянин України","1477785159193","0","0","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман  Валерія Володимирівна","дружина",1200000
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","other","","","FALSE","",2017-12-28,"УДКСУ у Под. р-ні ГУ ДКСУ м. Києв","","","1","","","","FALSE","",21395,"","","FALSE","FALSE","UAH","","j","37975298","військовий збір з інвестиційного прибутку","1522490659205","Інше","Юридична особа, зареєстрована в Україні","1522490659205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,21395
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","other","Федорович","Атрошенко","FALSE","",2015-06-05,"","","Анатолій","1","","FALSE","","FALSE","",1551260,"","","FALSE","FALSE","UAH","","j","","сплачене зобов'язання щодо задоволення права вимоги","1490746318094","Інше","Громадянин України","1490746318094","2","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,1551260
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","other","","","FALSE","",2017-12-21,"ТОВ ""І-НВЕСТ""","","","1","","","","FALSE","",171080,"","","FALSE","FALSE","UAH","","j","36473568","Сплачена комісійна винагорода","1522489205387","Інше","Юридична особа, зареєстрована в Україні","1522489205387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,171080
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","other","","","FALSE","",2017-12-12,"ПрАТ ""МАЙСТЕР БРОК""","","","1","","","","FALSE","",255281,"","","FALSE","FALSE","UAH","","j","21608094","Сплачена комісійна винагорода","1522489571619","Інше","Юридична особа, зареєстрована в Україні","1522489571619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,255281
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","other","","","FALSE","",2016-08-03,"ТОВ ""Металіст-А""","","","1","","","","FALSE","",11976000,"","","FALSE","FALSE","UAH","","j","22632077","зворотна фінансова допомога","1490749648489","Інше","Юридична особа, зареєстрована в Україні","1490749648489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,11976000
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","other","","","FALSE","",2017-12-21,"УДКСУ у Шевч.р-ні ГУ ДКСУ у м. Києв","","","1","","","","FALSE","",197856,"","","FALSE","FALSE","UAH","","j","37995466","військовий збір з інвестиційного прибутку","1522489955541","Інше","Юридична особа, зареєстрована в Україні","1522489955541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,197856
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","","loans_paid","","","FALSE","",2012-09-06,"ПАТ ""ОЩАДБАНК""","","","1","","","","TRUE","",4427765,"","","TRUE","FALSE","UAH","","j","09351600","","1477783234141","Розмір сплачених коштів в рахунок процентів за позикою (кредитом)","Юридична особа, зареєстрована в Україні","1477783234141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA,4427765
"Хлань Сергій Володимирович","Верховна Рада України","народний депутат України","nacp_e027a077-e455-4cce-b492-658edd0870d8","Хлань","FALSE","Володимирович",2018-03-13,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e027a077-e455-4cce-b492-658edd0870d8","Сергій","","loans_paid","","","FALSE","",2007-09-06,"Відкрите акціонерне товариство ""Райффайзен Банк Аваль""","","","1","","","","FALSE","",12247,"","","TRUE","FALSE","UAH","","j","","","1477487616237","Розмір сплачених коштів в рахунок основної суми позики (кредиту)","Юридична особа, зареєстрована в Україні","1477487616237",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хлань Сергій Володимирович",NA,12247
"Хлань Сергій Володимирович","Верховна Рада України","народний депутат України","nacp_e027a077-e455-4cce-b492-658edd0870d8","Хлань","FALSE","Володимирович",2018-03-13,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e027a077-e455-4cce-b492-658edd0870d8","Сергій","","loans_paid","","","FALSE","",2007-09-06,"відкрите акціонерне товариство ""Райффайзен банк Аваль""","","","1","","","","FALSE","",163769,"","","TRUE","FALSE","UAH","","j","","","1477488178851","Розмір сплачених коштів в рахунок процентів за позикою (кредитом)","Юридична особа, зареєстрована в Україні","1477488178851",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хлань Сергій Володимирович",NA,163769
"Хміль Михайло Михайлович","Верховна Рада України","Народний депутат України","nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Хміль","TRUE","Михайлович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Михайло","","insurance","","","FALSE","",2006-12-01,"ПРАТ СК ""ГРАВЕ УКРАЇНА""","","","1","","","","FALSE","",8800,"","","FALSE","FALSE","USD","","j","19243047","","1489756874668","Зобов'язання за договорами страхування","Юридична особа, зареєстрована в Україні","1489756874668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хміль Михайло Михайлович",NA,246991.56
"Хміль Михайло Михайлович","Верховна Рада України","Народний депутат України","nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Хміль","TRUE","Михайлович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Михайло","","loans_received","Степанович","Федишин","FALSE","",2017-09-10,"","","Роман","1477314545967","","FALSE","","FALSE","",1600000,"","","FALSE","FALSE","UAH","","j","","","1522922590970","Отримані позики","Громадянин України","1522922590970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Вовчко-Хміль Наталія Орестівна","дружина",1600000
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","","other","","","TRUE","Geneva Place, Waterfront Drive, PO BOX 3469, Road Town, Tortola, British Virgin Island",2015-09-01,"","о. Тортола, вул. Женева Плейс, Ватерфронт Драйв","","1","СЕНДГЕЙТ КОММЕРС ЛТД","","","FALSE","",1341364,"","SANDGATE COMMERCE LTD ","FALSE","FALSE","EUR","1784244","j","","Фінансові зобов’яння","1477855391237","Інше","Юридична особа, зареєстрована за кордоном","1477855391237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Віталій Юрійович",NA,44929555.92
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","","other","","","TRUE","Geneva Place, Waterfront Drive, PO Box 3469, Road Town, Tortola, BVI",2017-12-29,"","Женева Плейс, Вотерфронт Драйв, ас 3469, Роад Таун, Тортола, БВО","","1477406982051","Палада Прайм Лтд","","","FALSE","",90000,"","Palada Prime Ltd","FALSE","FALSE","EUR","1862533","j","","Фінансове зобов’язання","1521883904730","Інше","Юридична особа, зареєстрована за кордоном","1521883904730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Світлана Вікторівна","дружина",3014588.16
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","","other","","","TRUE","Christabel House, 118 Agias Fylaxeos Str., 3087 Limassol, Cyprus.",2017-05-18,"","Агіас Філаксеос 118, Крістабель Хаус, 3087, Дімасол Кіпр","","1","Крістабель Корпорейтз ЛТД","","","FALSE","",9520,"","Christabel Corporate Services Ltd","FALSE","FALSE","EUR","","j","","Фінансове зобов’язання","1521883498915","Інше","Юридична особа, зареєстрована за кордоном","1521883498915",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Віталій Юрійович",NA,318876.44
"Чекіта Геннадій Леонідович","Верховна Рада України","Народний депутат України","nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","Чекіта","FALSE","Леонідович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","Геннадій","","loans_paid","","","FALSE","",2017-12-31,"ПАТ КОМЕРЦІЙНИЙ БАНК ""ПРИВАТБАНК""","","","1","","","","FALSE","",306689,"","","FALSE","FALSE","UAH","","j","14360570","","1489751738078","Розмір сплачених коштів в рахунок основної суми позики (кредиту)","Юридична особа, зареєстрована в Україні","1489751738078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чекіта Геннадій Леонідович",NA,306689
"Чекіта Геннадій Леонідович","Верховна Рада України","Народний депутат України","nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","Чекіта","FALSE","Леонідович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","Геннадій","","loans_paid","","","FALSE","",2017-12-31,"ПАТ КОМЕРЦІЙНИЙ БАНК ""ПРИВАТБАНК""","","","1","","","","FALSE","",9539,"","","FALSE","FALSE","UAH","","j","14360570","","1489751865247","Розмір сплачених коштів в рахунок процентів за позикою (кредитом)","Юридична особа, зареєстрована в Україні","1489751865247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чекіта Геннадій Леонідович",NA,9539
"Чорновол Тетяна Миколаївна","Верховна Рада України","Народний депутат України","nacp_22f98311-0042-4677-aff8-8b7743e5ee57","Чорновол","FALSE","Миколаївна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_22f98311-0042-4677-aff8-8b7743e5ee57","Тетяна","","loans_received","","","FALSE","",2017-02-27,"ТОВ ""ФК ""ЦФР""","","","1490820164305","","","","FALSE","",7241,"","","FALSE","FALSE","UAH","","j","35725063","","1522318488571","Отримані кредити","Юридична особа, зареєстрована в Україні","1522318488571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чорновол Віктор Миколайович","рідний брат",7241
"Шверк Григорій Аронович","Верховна Рада України","Народний депутат України","nacp_513f66ee-7538-46b9-950a-ad994cd018b7","Шверк","FALSE","Аронович",2018-03-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_513f66ee-7538-46b9-950a-ad994cd018b7","Григорій","","loans_received","","","TRUE","Aleman. Cordero, Galindo and Lee Trust BVI Limited, 3rd floor, Geneva Place, Waterfront Drive, P.O. Box 3175, Road Town, Tortola, British Virgin Islands",2013-07-22,"","Алеман, Кордеро, Галіндо та Лі Траст БВІ Лімітед, 3 поверх, Женева Плейс, Ватерфронт Драйв, поштова сринька 3175, Роад Таун, Тортола, Британські Віргінські Острови","","1","ПАРАКРОФТ ЛТД.","","","FALSE","",500000,"","PARACROFT LTD.","FALSE","FALSE","USD","1770723","j","","",NA,"Отримані позики","Юридична особа, зареєстрована за кордоном","1477572902295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шверк Григорій Аронович",NA,14033611.5
"Шевченко Віктор Леонідович","Верховна Рада України","Народний депутат України","nacp_9cf4e75e-9848-431b-98c8-98a957296f20","Шевченко","TRUE","Леонідович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9cf4e75e-9848-431b-98c8-98a957296f20","Віктор","","loans_received","Богданович","Дундяк","FALSE","",2016-02-03,"","","Тарас","1","","FALSE","","FALSE","",3200000,"","","FALSE","FALSE","UAH","","j","","","1489760881183","Отримані позики","Громадянин України","1489760881183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шевченко Віктор Леонідович",NA,3200000
"Шевченко Олександр Леонідович","Верховна Рада України","народний депутат України","nacp_1549a770-6b49-4ee5-a7dc-c2ad47912300","Шевченко","FALSE","Леонідович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1549a770-6b49-4ee5-a7dc-c2ad47912300","Олександр","","other","","","FALSE","",2015-04-07,"ТзОВ""Скорзонера""","","","1","","","","FALSE","",84000,"","","FALSE","FALSE","UAH","","j","31067573","оренда","1490803845865","Інше","Юридична особа, зареєстрована в Україні","1490803845865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шевченко Олександр Леонідович",NA,84000
"Шевченко Олександр Леонідович","Верховна Рада України","народний депутат України","nacp_1549a770-6b49-4ee5-a7dc-c2ad47912300","Шевченко","FALSE","Леонідович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1549a770-6b49-4ee5-a7dc-c2ad47912300","Олександр","","loans_received","Степанович","Демко","FALSE","",2017-12-28,"","","Роман","1477692949272","","FALSE","","FALSE","",650000,"","","FALSE","FALSE","UAH","","j","","","1522065705407","Отримані позики","Громадянин України","1522065705407",NA,"2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шевченко Тетяна Віталіївна","особи, які спільно проживають, але не перебувають у шлюбі",650000
"Шевченко Олександр Леонідович","Верховна Рада України","народний депутат України","nacp_1549a770-6b49-4ee5-a7dc-c2ad47912300","Шевченко","FALSE","Леонідович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1549a770-6b49-4ee5-a7dc-c2ad47912300","Олександр","","other","","","FALSE","",2014-12-01,"ПРАТ ""БФК ""ГЛОБАЛ ЕСТЕЙТС""","","","1","","","","FALSE","",859140,"","","FALSE","FALSE","UAH","","j","24925429","оренда","1477762060174","Інше","Юридична особа, зареєстрована в Україні","1477762060174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шевченко Олександр Леонідович",NA,859140
"Шенцев Дмитро Олексійович","Верховна Рада України","народний депутат України","nacp_70c4df71-fdc9-4ca4-a752-fe533ac18770","Шенцев","FALSE","Олексійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_70c4df71-fdc9-4ca4-a752-fe533ac18770","Дмитро","","other","","","FALSE","",1996-07-17,"ТОВ ""Фортуна ЛТД""","","","1","","","","FALSE","",402000,"","","FALSE","FALSE","UAH","","j","","погашення уставного фонду підприємства ","1491406628814","Інше","Юридична особа, зареєстрована в Україні","1491406628814",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шенцев Дмитро Олексійович",NA,402000
"Шинькович Андрій Васильович","Верховна Рада України","Народний депутат України","nacp_c2eceb8e-d776-49a6-bfde-1b2265d9db76","Шинькович","FALSE","Васильович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c2eceb8e-d776-49a6-bfde-1b2265d9db76","Андрій","","taxes","","","FALSE","",2017-11-03,"Управління державної казначейської служби України в м.Вінниці та Вінницькій області","","","1","","","","FALSE","",506428,"","","FALSE","FALSE","UAH","","j","38054707","","1522048595692","Несплачені податкові зобов'язання","Юридична особа, зареєстрована в Україні","1522048595692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шинькович Андрій Васильович",NA,506428
