"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","person","legalForm","corporate_rights_company_code","country","corporate_rights_company_code_extendedstatus","iteration","en_name","name","dnt_cost_hidden","cost_percent","dnt_cost_percent_hidden","cost","object_id","ownershipType","otherOwnership","percent.ownership","cost_extendedstatus","cost_percent_extendedstatus","legalForm_extendedstatus","name_extendedstatus","en_name_extendedstatus","country_extendedstatus","declarant","subjectRelation"
"Семенуха Роман Сергійович","Верховна Рада України","Народний депутат України, Член Комітету Верховної Ради України з питань інформатизації та зв'язку","nacp_f478422a-a0cc-4b6b-9f72-5f42ed9c5de9","Семенуха","FALSE","Сергійович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f478422a-a0cc-4b6b-9f72-5f42ed9c5de9","Роман","1","товариство з обмеженою відповідальністю","38877645","1",NA,"1488558436923","","Товариство з обмеженою відповідальністю ""ІНТЕХСОФТ""","FALSE","25","FALSE","500","1488558436923","Власність","",NA,NA,NA,NA,NA,NA,NA,"Семенуха Роман Сергійович",NA
"Семенченко Семен Ігорович","Верховна рада України","Народний депутат України, перший заступник голови комітету з питань національної безпеки і оборони","nacp_2c3579af-d490-4735-b1e7-e750e9c11896","Семенченко","TRUE","Ігорович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2c3579af-d490-4735-b1e7-e750e9c11896","Семен","1","ТОВ","37545266","1",NA,"1477696554421","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ОБЛАСНА КУР'ЄРСЬКА СЛУЖБА""","FALSE","50","FALSE","471","1477696554421","Спільна власність","",50,NA,NA,NA,NA,NA,NA,"Семенченко Семен Ігорович",NA
"Сидорович Руслан Михайлович","Верховна Рада України","народний депутат","nacp_787a4a47-7514-479e-806e-50ce449b695c","Сидорович","FALSE","Михайлович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_787a4a47-7514-479e-806e-50ce449b695c","Руслан","1476194095063","адвокатське обєднання","25261428","1",NA,"1476196450093","","Адвокатська компанія ""Сидорович та партнери""","TRUE","50","FALSE","0","1476196450093","Спільна власність","",NA,"1",NA,NA,NA,NA,NA,"Сидорович Анна Марянівна","дружина"
"Скрипник Олексій Олексійович","Верховна Рада України","Народний депутат","nacp_ab6c2b14-a69f-47ef-a18f-6e04a42fcc27","Скрипник","FALSE","Олексійович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ab6c2b14-a69f-47ef-a18f-6e04a42fcc27","Олексій","1","товариство","13806807","1",NA,"1521454663924","","ТОВ ""ЕЛЕКС""","FALSE","28","FALSE","1116","1521454663924","Власність","",NA,NA,NA,NA,NA,NA,NA,"Скрипник Олексій Олексійович",NA
"Скуратовський Сергій Іванович","Верховна Рада України","народний депутат України, Голова комітету Верховної ради України з питань будівництва, містобудування і ЖКГ","nacp_90cb6b66-6ecf-4f50-bf38-3f026d20cbe8","Скуратовський","FALSE","Іванович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_90cb6b66-6ecf-4f50-bf38-3f026d20cbe8","Сергій","1474891468581","товариство з обмеженою відповідальністю","","1","3","1474973629237","","ТОВ ""ЖЕО ""Софія Київська""","FALSE","90","FALSE","4500","1474973629237","Власність","",NA,NA,NA,NA,NA,NA,NA,"Скуратовська  Людмила  Володимирівна","дружина"
"Скуратовський Сергій Іванович","Верховна Рада України","народний депутат України, Голова комітету Верховної ради України з питань будівництва, містобудування і ЖКГ","nacp_90cb6b66-6ecf-4f50-bf38-3f026d20cbe8","Скуратовський","FALSE","Іванович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_90cb6b66-6ecf-4f50-bf38-3f026d20cbe8","Сергій","1474891468581","товариство з обмеженою відповідальністю","","1","3","1521209691990","","ТОВ ""КУА ""ЕНЕРГОІНВЕСТ ПЛЮС""","FALSE","0","TRUE","525000","1521209691990","Інше право користування","засновник",NA,"0","3",NA,NA,NA,NA,"Скуратовська  Людмила  Володимирівна","дружина"
"Скуратовський Сергій Іванович","Верховна Рада України","народний депутат України, Голова комітету Верховної ради України з питань будівництва, містобудування і ЖКГ","nacp_90cb6b66-6ecf-4f50-bf38-3f026d20cbe8","Скуратовський","FALSE","Іванович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_90cb6b66-6ecf-4f50-bf38-3f026d20cbe8","Сергій","1474891468581","товариство з обмеженою відповідальністю","","1","3","1521210009060","","ТОВ ""КОМЕРЦІЙНА ФІРМА ""СОЛО""","FALSE","0","TRUE","40000","1521210009060","Інше право користування","засновник",NA,NA,"3",NA,NA,NA,NA,"Скуратовська  Людмила  Володимирівна","дружина"
"Соловей Юрій Ігорович","Народний депутат України","Заступник голови комітету","nacp_892521a8-ece7-4659-bed5-3436cce83e9e","Соловей","TRUE","Ігорович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_892521a8-ece7-4659-bed5-3436cce83e9e","Юрій","1477398638293","Приватне підприємство","34084324","1",NA,"1477405274930","","ВЕСТ ЮКРЕЙН ДЕВЕЛОПМЕНТ КОНСАЛТИНГ ГРУП","FALSE","90","FALSE","720000","1477405274930","Спільна власність","",90,NA,NA,NA,NA,NA,NA,"Соловей Єлизавета Ярославівна","дружина"
"Соловей Юрій Ігорович","Народний депутат України","Заступник голови комітету","nacp_892521a8-ece7-4659-bed5-3436cce83e9e","Соловей","TRUE","Ігорович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_892521a8-ece7-4659-bed5-3436cce83e9e","Юрій","1477398638293","ТзОВ","39715614","1",NA,"1477405750121","","УКРАЇНСЬКИЙ СОЦІАЛЬНИЙ МАГАЗИН","FALSE","61","FALSE","610","1477405750121","Спільна власність","",61,NA,NA,NA,NA,NA,NA,"Соловей Єлизавета Ярославівна","дружина"
"Соловей Юрій Ігорович","Народний депутат України","Заступник голови комітету","nacp_892521a8-ece7-4659-bed5-3436cce83e9e","Соловей","TRUE","Ігорович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_892521a8-ece7-4659-bed5-3436cce83e9e","Юрій","1477398638293","Приватне підприємство","34084324","1",NA,"1477405643503","","ВСІ ПОСЛУГИ","FALSE","100","FALSE","200000","1477405643503","Власність","",NA,NA,NA,NA,NA,NA,NA,"Соловей Єлизавета Ярославівна","дружина"
"Сотник Олена Сергіївна","Верховна Рада України","Народний депутат України","nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Сотник","TRUE","Сергіївна",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Олена","1489939031857","ПАТ","37499765","1",NA,"1489947124869","","ЮРИДИЧНІ ПОСЛУГИ","FALSE","0.11","FALSE","78400","1489947124869","Власність","",NA,NA,NA,NA,NA,NA,NA,"Амелін Анатолій Ігорович","чоловік"
"Сотник Олена Сергіївна","Верховна Рада України","Народний депутат України","nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Сотник","TRUE","Сергіївна",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Олена","1489939031857","ПАТ","36019681","1",NA,"1489946995349","","ФК ""АВАНГАРД""","FALSE","0.0024","FALSE","2402","1489946995349","Власність","",NA,NA,NA,NA,NA,NA,NA,"Амелін Анатолій Ігорович","чоловік"
"Сотник Олена Сергіївна","Верховна Рада України","Народний депутат України","nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Сотник","TRUE","Сергіївна",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Олена","1489939031857","ТОВ","25873865213","224",NA,"1521804376440","S3A Group Kft.","С3А Груп Кфт.","FALSE","45","FALSE","145726","1521804376440","Власність","",NA,NA,NA,NA,NA,NA,NA,"Амелін Анатолій Ігорович","чоловік"
"Сотник Олена Сергіївна","Верховна Рада України","Народний депутат України","nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Сотник","TRUE","Сергіївна",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Олена","1489939031857","ТОВ","37040295","1",NA,"1489947445999","","Столичний стиль","FALSE","1.11","FALSE","23316","1489947445999","Власність","",NA,NA,NA,NA,NA,NA,NA,"Амелін Анатолій Ігорович","чоловік"
"Сотник Олена Сергіївна","Верховна Рада України","Народний депутат України","nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Сотник","TRUE","Сергіївна",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Олена","1489939031857","Товариство з обмеженою відповідальністю","38748675","1",NA,"1489946854989","","Сокур","FALSE","99","FALSE","1980","1489946854989","Власність","",NA,NA,NA,NA,NA,NA,NA,"Амелін Анатолій Ігорович","чоловік"
"Співаковський Олександр Володимирович","Верховна Рада України","народний депутат України","nacp_2756ea8c-d706-4c90-b6d5-a173aabf5a3d","Співаковський","FALSE","Володимирович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2756ea8c-d706-4c90-b6d5-a173aabf5a3d","Олександр","1","Товариство з обмеженою відповідальністю","8381849126","176",NA,"1476717259394","Logicify Poland","Logicify Poland","FALSE","40","FALSE","11408","1476717259394","Власність","",NA,NA,NA,NA,NA,NA,NA,"Співаковський Олександр Володимирович",NA
"Співаковський Олександр Володимирович","Верховна Рада України","народний депутат України","nacp_2756ea8c-d706-4c90-b6d5-a173aabf5a3d","Співаковський","FALSE","Володимирович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2756ea8c-d706-4c90-b6d5-a173aabf5a3d","Олександр","1","Громадське об'єднання без статусу юридичної особи","1461229","1",NA,"1490008736216","","Громадська організація Фонд Олександра Співаковського ""Освіта. Наука. Інновації""","TRUE","0","TRUE","0","1490008736216","Спільна власність","",NA,"1","1",NA,NA,NA,NA,"Співаковський Олександр Володимирович",NA
"Співаковський Олександр Володимирович","Верховна Рада України","народний депутат України","nacp_2756ea8c-d706-4c90-b6d5-a173aabf5a3d","Співаковський","FALSE","Володимирович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2756ea8c-d706-4c90-b6d5-a173aabf5a3d","Олександр","1","Товариство з обмеженою відповідальністю","35667489","1",NA,"1476716838501","","Софтвеа кволіті продакшен","FALSE","10","FALSE","28080","1476716838501","Власність","",NA,NA,NA,NA,NA,NA,NA,"Співаковський Олександр Володимирович",NA
"Спориш Іван Дмитрович","Верховна рада України","народний депутат України","nacp_07287eca-4b27-4a34-82cd-b0dd2861770e","Спориш","TRUE","Дмитрович",2018-03-15,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_07287eca-4b27-4a34-82cd-b0dd2861770e","Іван","1476189596181","ПРИВАТНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО","02129011","1",NA,"1476192578854","","""ПЕРЕМОГА""","FALSE","100","FALSE","18000","1476192578854","Власність","",NA,NA,NA,NA,NA,NA,NA,"Спориш Ніна Іванівна","дружина"
"Сташук Віталій Филимонович","Верховна Рада України","народний депутат України","nacp_75d6bd9f-8525-4610-b1fa-1d8c503be3c4","Сташук","FALSE","Филимонович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_75d6bd9f-8525-4610-b1fa-1d8c503be3c4","Віталій","1476090512919","Товариство з обмеженою відповідальністю","37096526","1",NA,"1476097779896","","ФОРЕСТ КАМП МІЖГІР'Я","FALSE","33.34","FALSE","658721","1476097779896","Спільна власність","",33.34,NA,NA,NA,NA,NA,NA,"Сташук Світлана Степанівна","дружина"
"Сташук Віталій Филимонович","Верховна Рада України","народний депутат України","nacp_75d6bd9f-8525-4610-b1fa-1d8c503be3c4","Сташук","FALSE","Филимонович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_75d6bd9f-8525-4610-b1fa-1d8c503be3c4","Віталій","1","Товариство з обмеженою відповідальністю","32670331","1",NA,"1476092977831","","ЖИТЛОСПЕЦБУД.ТРЕСТ № 4","FALSE","25","FALSE","4625","1476092977831","Спільна власність","",25,NA,NA,NA,NA,NA,NA,"Сташук Віталій Филимонович",NA
"Сташук Віталій Филимонович","Верховна Рада України","народний депутат України","nacp_75d6bd9f-8525-4610-b1fa-1d8c503be3c4","Сташук","FALSE","Филимонович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_75d6bd9f-8525-4610-b1fa-1d8c503be3c4","Віталій","1476090512919","Товариство з обмеженою відповідальністю","39383179","1",NA,"1476100420680","","ВИЩИЙ ГАТУНОК","FALSE","33.4","FALSE","501000","1476100420680","Спільна власність","",33.4,NA,NA,NA,NA,NA,NA,"Сташук Світлана Степанівна","дружина"
"Супруненко Олександр Іванович","Верховна Рада України","Народний депутат України","nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d","Супруненко","TRUE","Іванович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d","Олександр","1","компанія з обмеженою відповідальністю","1863188","33",NA,"1477861921864","FAVORIA GROUP LTD","ФАВОРІЯ ГРУП ЛТД","FALSE","100","FALSE","234700","1477861921864","Власність","",NA,NA,NA,NA,NA,NA,NA,"Супруненко Олександр Іванович",NA
"Супруненко Олександр Іванович","Верховна Рада України","Народний депутат України","nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d","Супруненко","TRUE","Іванович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d","Олександр","1","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","32707722","1",NA,"1490887485182","","ТОВ ""КУЛЬТУРНИЙ ЦЕНТР ""ЛАКОНІТ""","FALSE","50","FALSE","1500","1490887485182","Власність","",NA,NA,NA,NA,NA,NA,NA,"Супруненко Олександр Іванович",NA
"Супруненко Олександр Іванович","Верховна Рада України","Народний депутат України","nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d","Супруненко","TRUE","Іванович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d","Олександр","1","Товариство з обмеженою відповідальністю","32706856","1",NA,"1477657257612","","ТОВ ""Юридичний Центр ""Еквітас""","FALSE","50","FALSE","50000000","1477657257612","Власність","",NA,NA,NA,NA,NA,NA,NA,"Супруненко Олександр Іванович",NA
"Супруненко Олександр Іванович","Верховна Рада України","Народний депутат України","nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d","Супруненко","TRUE","Іванович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d","Олександр","1477646818556","товариство з обмеженою відповідальністю","36531411","1",NA,"1490892858720","","ТОВ ""УКРАЇНСЬКА РІЕЛТОРСЬКА КОМПАНІЯ""","FALSE","50","FALSE","63000","1490892858720","Власність","",NA,NA,NA,NA,NA,NA,NA,"Супруненко Олена Леонідівна","дружина"
"Супруненко Олександр Іванович","Верховна Рада України","Народний депутат України","nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d","Супруненко","TRUE","Іванович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d","Олександр","1","Товариство з обмеженою відповідальністю","31807519","1",NA,"1477658582991","","ТОВ ""Юридична фірма ""Правозахисник""","FALSE","50","FALSE","280000","1477658582991","Власність","",NA,NA,NA,NA,NA,NA,NA,"Супруненко Олександр Іванович",NA
"Супруненко Олександр Іванович","Верховна Рада України","Народний депутат України","nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d","Супруненко","TRUE","Іванович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d","Олександр","1477646818556","приватне підприємство","34694820","1",NA,"1490892958223","","ПП ""АСТРУМС""","FALSE","100","FALSE","100000","1490892958223","Власність","",NA,NA,NA,NA,NA,NA,NA,"Супруненко Олена Леонідівна","дружина"
"Супруненко Олександр Іванович","Верховна Рада України","Народний депутат України","nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d","Супруненко","TRUE","Іванович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d","Олександр","1","Товариство з обмеженою відповідальністю","32706865","1",NA,"1477657368934","","ТОВ ""Паладіс""","FALSE","50","FALSE","50000000","1477657368934","Власність","",NA,NA,NA,NA,NA,NA,NA,"Супруненко Олександр Іванович",NA
"Тарута Сергій Олексійович","Верховна Рада України","Народний депутат України","nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30","Тарута","FALSE","Олексійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30","Сергій","1","Товариство з обмеженною відповідальністю","24155428","1",NA,"1475767556313","","ТОВ ""ПБП ""Азовінтекс""","FALSE","50","FALSE","105625334","1475767556313","Власність","",NA,NA,NA,NA,NA,NA,NA,"Тарута Сергій Олексійович",NA
"Тарута Сергій Олексійович","Верховна Рада України","Народний депутат України","nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30","Тарута","FALSE","Олексійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30","Сергій","1","Товариство з обмеженою відповідальністю","23605421","1",NA,"1475767826310","","ЗЕП ТОВ ""Азовімпекс""","FALSE","50","FALSE","121100","1475767826310","Власність","",NA,NA,NA,NA,NA,NA,NA,"Тарута Сергій Олексійович",NA
"Тарута Сергій Олексійович","Верховна Рада України","Народний депутат України","nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30","Тарута","FALSE","Олексійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30","Сергій","1","Товариство з обмеженою відповідальністю","30101026","1",NA,"1475766833869","","ТОВ Виробничо-експериментальна фірма ""Аква-Віта""","FALSE","0.1","FALSE","3500","1475766833869","Власність","",NA,NA,NA,NA,NA,NA,NA,"Тарута Сергій Олексійович",NA
"Тарута Сергій Олексійович","Верховна Рада України","Народний депутат України","nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30","Тарута","FALSE","Олексійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30","Сергій","1","ТОВ","23768175","1",NA,"1475766514942","","ТОВ ""Футбольний Клуб ""Металург""","FALSE","24","FALSE","20515625","1475766514942","Власність","",NA,NA,NA,NA,NA,NA,NA,"Тарута Сергій Олексійович",NA
"Тарута Сергій Олексійович","Верховна Рада України","Народний депутат України","nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30","Тарута","FALSE","Олексійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30","Сергій","1","Товариство з обмеженою відповідальністю","34531030","1",NA,"1475767205224","","ТОВ ""Музей Історичного культурного надбання ""Платар""","FALSE","50","FALSE","234500","1475767205224","Власність","",NA,NA,NA,NA,NA,NA,NA,"Тарута Сергій Олексійович",NA
"Тарута Сергій Олексійович","Верховна Рада України","Народний депутат України","nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30","Тарута","FALSE","Олексійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30","Сергій","1","Товариство з обмеженою відповідальністю","23185025","1",NA,"1475767042276","","ТОВ ""Азовська Інформаційна Компанія""","FALSE","10","FALSE","37.5","1475767042276","Власність","",NA,NA,NA,NA,NA,NA,NA,"Тарута Сергій Олексійович",NA
"Тарута Сергій Олексійович","Верховна Рада України","Народний депутат України","nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30","Тарута","FALSE","Олексійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30","Сергій","1","Товариство з обмеженою відповідальністю","35669418","1",NA,"1475768052469","","ТОВ ""Арт Інвест Групп""","FALSE","50","FALSE","250000","1475768052469","Власність","",NA,NA,NA,NA,NA,NA,NA,"Тарута Сергій Олексійович",NA
"Тимошенко Юлія Володимирівна","Верховна Рада України ","Народний депутат України","nacp_8b31e90a-07fe-405d-a3d0-76849729a02e","Тимошенко","FALSE","Володимирівна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8b31e90a-07fe-405d-a3d0-76849729a02e","Юлія","1477330047361","Товариство з обмеженою відповідальністю","34355304","1",NA,"1477559113431","","Леді Ю","FALSE","100","FALSE","35000","1477559113431","Власність","",NA,NA,NA,NA,NA,NA,NA,"Тимошенко Олександр Геннадійович","чоловік"
"Тимошенко Юлія Володимирівна","Верховна Рада України ","Народний депутат України","nacp_8b31e90a-07fe-405d-a3d0-76849729a02e","Тимошенко","FALSE","Володимирівна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8b31e90a-07fe-405d-a3d0-76849729a02e","Юлія","1477330047361","Товариство з обмеженою відповідальністю","34715578","1",NA,"1477558518441","","Геофорс","FALSE","25","FALSE","1000000","1477558518441","Власність","",NA,NA,NA,NA,NA,NA,NA,"Тимошенко Олександр Геннадійович","чоловік"
"Ткачук Геннадій Віталійович","Верховна Рада України","народний депутат України","nacp_6cbada25-2535-41cd-90cc-0564d175e11c","Ткачук","TRUE","Віталійович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6cbada25-2535-41cd-90cc-0564d175e11c","Геннадій","1475829016754","Товариство з обмеженою відповідальністю","13340298","1",NA,"1477658697908","","Товариство з обмеженою відповідальністю фірма ""АЯГіК""","FALSE","11","FALSE","572000","1477658697908","Власність","",NA,NA,NA,NA,NA,NA,NA,"Костюк Олена Олександрівна","дружина"
"Ткачук Геннадій Віталійович","Верховна Рада України","народний депутат України","nacp_6cbada25-2535-41cd-90cc-0564d175e11c","Ткачук","TRUE","Віталійович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6cbada25-2535-41cd-90cc-0564d175e11c","Геннадій","1475829016754","Товариство з обмеженою відповідальністю","30804351","1",NA,"1477659167213","","Товариство з обмеженою відповідальністю ""Автотранспортне підприємство № 01 ЛТД""","FALSE","100","FALSE","150000","1477659167213","Власність","",NA,NA,NA,NA,NA,NA,NA,"Костюк Олена Олександрівна","дружина"
"Третьяков Олександр Юрійович","Верховна Рада України","Народний депутат України, Голова Комітету Верховної Ради України у справах ветеранів, учасників бойових дій, учасників антитерористичної операції та людей з інвалідністю","nacp_832f5619-6e8f-4267-b635-28eeafd49957","Третьяков","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_832f5619-6e8f-4267-b635-28eeafd49957","Олександр","1476286862366","цивільне товариство","492364807","234",NA,"1477609773299","SCI STOCK","ЦТН СТОК","FALSE","99","FALSE","11840","1477609773299","Власність","",NA,NA,NA,NA,NA,NA,NA,"Третьякова Алла Феодосіївна","дружина"
"Третьяков Олександр Юрійович","Верховна Рада України","Народний депутат України, Голова Комітету Верховної Ради України у справах ветеранів, учасників бойових дій, учасників антитерористичної операції та людей з інвалідністю","nacp_832f5619-6e8f-4267-b635-28eeafd49957","Третьяков","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_832f5619-6e8f-4267-b635-28eeafd49957","Олександр","1476286862366","товариство з обмеженою відповідальністю","30637109","1",NA,"1477329962889","","Товариство з обмеженою відповідальністю ""АТЕК-СЕРВІС""","FALSE","75","FALSE","4500000","1477329962889","Власність","",NA,NA,NA,NA,NA,NA,NA,"Третьякова Алла Феодосіївна","дружина"
"Третьяков Олександр Юрійович","Верховна Рада України","Народний депутат України, Голова Комітету Верховної Ради України у справах ветеранів, учасників бойових дій, учасників антитерористичної операції та людей з інвалідністю","nacp_832f5619-6e8f-4267-b635-28eeafd49957","Третьяков","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_832f5619-6e8f-4267-b635-28eeafd49957","Олександр","1476286862366","товариство з обмеженою відповідальністю","32667769","1",NA,"1477329797169","","Товариство з обмеженою відповідальністю ""НІКА-НОВИЙ СВІТ""","FALSE","100","FALSE","15800000","1477329797169","Власність","",NA,NA,NA,NA,NA,NA,NA,"Третьякова Алла Феодосіївна","дружина"
"Федорук Микола Трохимович","Верховна Рада України","голова підкомітету комітету з питань державного будівництва,регіональної політики та місцевого самоврядування","nacp_c6f045c9-a021-4dad-b4dc-374efbaff913","Федорук","FALSE","Трохимович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c6f045c9-a021-4dad-b4dc-374efbaff913","Микола","1477497354510","Приватна","30501589","1",NA,"1490254331304","","Приватне підприємство ""Затишок-3000""","FALSE","100","FALSE","2845700","1490254331304","Власність","",NA,NA,NA,NA,NA,NA,NA,"Федорук Віра Іванівна","дружина"
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","1","Приватна організація","38160089","1",NA,"1477528883225","","ПРИВАТНА УСТАНОВА ""ФЕЛЬДМАН ФЕМЕЛІ МУЗЕУМ""","FALSE","100","FALSE","1000","1477528883225","Власність","",NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA
"Фріз Ірина Василівна","Верховна Рада України","народний депутат України","nacp_b7ba71e9-86ad-4471-bba3-88933ad457b7","Фріз","FALSE","Василівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b7ba71e9-86ad-4471-bba3-88933ad457b7","Ірина","1477306266113","ТОВ","32856965","1",NA,"1477576915761","","ТОВ ""Да Вінчі АГ""","FALSE","50","FALSE","13100","1477576915761","Спільна власність","",50,NA,NA,NA,NA,NA,NA,"Баронін Анатолій  Станіславовіч","чоловік"
"Фріз Ірина Василівна","Верховна Рада України","народний депутат України","nacp_b7ba71e9-86ad-4471-bba3-88933ad457b7","Фріз","FALSE","Василівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b7ba71e9-86ad-4471-bba3-88933ad457b7","Ірина","1","Громадська організація","40496235","1",NA,"1486124143335","","Громадська організація ""Інститут геополітики та проблем безпеки""","TRUE","0","TRUE","0","1486124143335","Спільна власність","",NA,"1","1",NA,NA,NA,NA,"Фріз Ірина Василівна",NA
"Фурсін Іван Геннадійович","Верховна Рада України","Депутат восьмого скликання","nacp_881a8f75-ea95-4241-beb0-951a75b79095","Фурсін","TRUE","Геннадійович",2018-02-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_881a8f75-ea95-4241-beb0-951a75b79095","Іван","1","товариство з обмеженою відповідальністю","40003649739","112",NA,"1477576363924","SIA Dzintara Mezs","ТОВ ""Дзінтара Межс"" ","TRUE","100","FALSE","0","1477576363924","Власність","",NA,"1",NA,NA,NA,NA,NA,"Фурсін Іван Геннадійович",NA
